의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2106337,21,통일교육 지원법 일부개정법률안,태영호의원 등 11인,태영호,"김기현,김도읍,김상훈,김석기,김정재,김태흠,박진,배현진,이채익,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2M0X1D2N1O0I1G3G4H4A1H4C8V5Z0&ageFrom=21&ageTo=21,외교통일위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2M0X1D2N1O0I1G3G4H4A1H4C8V5Z0
2106336,21,신용보증기금법 일부개정법률안,민형배의원등10인,민형배,"김민철,김철민,우원식,이병훈,이용빈,이정문,주철현,홍성국,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2W0Q1L2P0B1I1F4I4P7B2E5X4R5D1&ageFrom=21&ageTo=21,정무위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2W0Q1L2P0B1I1F4I4P7B2E5X4R5D1
2106335,21,중소기업은행법 일부개정법률안,민형배의원등10인,민형배,"김민철,김철민,우원식,이병훈,이용빈,이정문,주철현,홍성국,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2W0O1H2V0C1H1P4M4S8T1X0M2X9Y5&ageFrom=21&ageTo=21,정무위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2W0O1H2V0C1H1P4M4S8T1X0M2X9Y5
2106334,21,도로교통법 일부개정법률안,이재정의원등10인,이재정,"김영호,김원이,도종환,이상민,이용빈,이탄희,장경태,조승래,진선미",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2C0J0F9Z2B8K1R0J2V4Z0P1Z0A7W1&ageFrom=21&ageTo=21,행정안전위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2C0J0F9Z2B8K1R0J2V4Z0P1Z0A7W1
2106333,21,국토의 계획 및 이용에 관한 법률 일부개정법률안,서일준의원 등 17인,서일준,"강민국,곽상도,김기현,김영식,김태흠,김형동,박상혁,이영,이주환,이헌승,임이자,조수진,지성호,추경호,하영제,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E0A1D2A1D0R1Y3V0K5L3N4Q9J6S7&ageFrom=21&ageTo=21,국토교통위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2E0A1D2A1D0R1Y3V0K5L3N4Q9J6S7
2106332,21,아동·청소년의 성보호에 관한 법률 일부개정법률안,인재근의원등18인,인재근,"강민정,고영인,김승남,김한정,김홍걸,남인순,노웅래,문진석,서영교,서영석,양경숙,양정숙,이규민,이장섭,주철현,최종윤,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2R0A1T1O2N7E1X4G3T2W4K9Z1Q0R9&ageFrom=21&ageTo=21,여성가족위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2R0A1T1O2N7E1X4G3T2W4K9Z1Q0R9
2106331,21,장애인 탈시설 지원 등에 관한 법률안,최혜영의원 등 68인,최혜영,"강민정,강병원,강선우,강은미,고영인,권인숙,권칠승,김민석,김상희,김성주,김수흥,김승남,김승원,남인순,노웅래,도종환,류호정,민병덕,박영순,박완주,박정,박홍근,배진교,서동용,서삼석,서영교,서영석,송영길,심상정,양경숙,양이원영,양정숙,양향자,오영환,용혜인,위성곤,유동수,윤영덕,윤재갑,윤준병,윤호중,이광재,이규민,이상헌,이수진,이용빈,이용선,이은주,이재정,이탄희,인재근,임오경,임종성,장경태,장혜영,전혜숙,정일영,정춘숙,정태호,정필모,조승래,진선미,허종식,홍기원,홍성국,홍영표,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2C0V1U2U0L3J0L9K3M3I0T4A3I0X8&ageFrom=21&ageTo=21,보건복지위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2C0V1U2U0L3J0L9K3M3I0T4A3I0X8
2106330,21,선거관리위원회법 일부개정법률안,오영훈의원등14인,오영훈,"강득구,김민철,김승남,김승원,남인순,박성준,양경숙,양정숙,유정주,이상민,정일영,정청래,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2U0J1B1P2Z3R1V5P0M2P1V3P1O3T5&ageFrom=21&ageTo=21,행정안전위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2U0J1B1P2Z3R1V5P0M2P1V3P1O3T5
2106329,21,도로교통법 일부개정법률안,서일준의원 등 16인,서일준,"강민국,곽상도,김기현,김영식,김태흠,김형동,이영,이주환,이헌승,임이자,조수진,지성호,추경호,하영제,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2V0Q1T2A1V0X1C1U2R8F1M2C9E0O1&ageFrom=21&ageTo=21,행정안전위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2V0Q1T2A1V0X1C1U2R8F1M2C9E0O1
2106328,21,변호사시험법 일부개정법률안,김남국의원등12인,김남국,"김경만,김승원,김용민,민형배,신현영,오영환,윤건영,이용우,장경태,최강욱,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2Z0X1C1Q3L0V1S8N0Z1J5L6O8H0D4&ageFrom=21&ageTo=21,법제사법위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2Z0X1C1Q3L0V1S8N0Z1J5L6O8H0D4
2106326,21,위치정보의 보호 및 이용 등에 관한 법률 일부개정법률안,조정식의원등10인,조정식,"김성주,김윤덕,김철민,민홍철,박완주,박홍근,송갑석,이규민,이형석",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2A0O1K2R0P1W1E5L4S7F2E6F5Q7B1&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2A0O1K2R0P1W1E5L4S7F2E6F5Q7B1
2106325,21,약사법 일부개정법률안,인재근의원 등 11인,인재근,"고영인,김승남,김한정,노웅래,문진석,서영석,주철현,최종윤,최혜영,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2W0J1H1M2O7J1S4I2T4R1P7I8N1S8&ageFrom=21&ageTo=21,보건복지위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2W0J1H1M2O7J1S4I2T4R1P7I8N1S8
2106324,21,축산물 위생관리법 일부개정법률안,인재근의원 등 12인,인재근,"고영인,남인순,노웅래,문진석,서영석,양경숙,윤준병,이장섭,주철현,최종윤,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2B0X1N1I2B7Z1E4Y3S0S3L5R1T0N2&ageFrom=21&ageTo=21,보건복지위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2B0X1N1I2B7Z1E4Y3S0S3L5R1T0N2
2106323,21,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,이수진의원 등 13인,이수진,"김승원,김정호,민형배,송옥주,양정숙,유정주,윤미향,이규민,이병훈,이수진,이용선,이용우",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2X0D1A2Z0T1G1J6H1X0D4G6O6I2C0&ageFrom=21&ageTo=21,환경노동위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2X0D1A2Z0T1G1J6H1X0D4G6O6I2C0
2106322,21,사료의 수집·편찬 및 한국사의 보급 등에 관한 법률 일부개정법률안,김병욱의원등10인,김병욱,"김영식,배준영,서일준,이주환,이채익,임이자,조경태,추경호,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2W0M1V1Z2G4C1S5S2D0L5Y3W3I8L0&ageFrom=21&ageTo=21,교육위원회,2020-12-10,원안가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2W0M1V1Z2G4C1S5S2D0L5Y3W3I8L0
2106321,21,식품위생법 일부개정법률안,인재근의원등10인,인재근,"고영인,남인순,노웅래,문진석,서영석,양경숙,이장섭,주철현,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R0O1W1Y2V7K1T4M2C6G5O8G0D7R8&ageFrom=21&ageTo=21,보건복지위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2R0O1W1Y2V7K1T4M2C6G5O8G0D7R8
2106320,21,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,김민기의원 등 12인,김민기,"강병원,강선우,김병욱,김병주,김영호,문진석,이탄희,이형석,정춘숙,조승래,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2I0A1A1T2J4H1A0T0I5N4K8X2E1F4&ageFrom=21&ageTo=21,법제사법위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2I0A1A1T2J4H1A0T0I5N4K8X2E1F4
2106319,21,수입식품안전관리 특별법 일부개정법률안,인재근의원등11인,인재근,"고영인,남인순,노웅래,문진석,서영석,양경숙,이장섭,주철현,최종윤,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2W0K1E1E2B7P1N4F3U1I3W2K9B0D8&ageFrom=21&ageTo=21,보건복지위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2W0K1E1E2B7P1N4F3U1I3W2K9B0D8
2106318,21,한국산업은행법 일부개정법률안,민형배의원등11인,민형배,"김민철,김철민,안규백,우원식,이병훈,이용빈,이정문,주철현,홍성국,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2V0W1J2M0N1A1O4W4C8J5A0V1J4V7&ageFrom=21&ageTo=21,정무위원회,2020-12-10,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2V0W1J2M0N1A1O4W4C8J5A0V1J4V7
2106317,21,야생생물 보호 및 관리에 관한 법률 일부개정법률안,안호영의원 등 10인,안호영,"강은미,송옥주,윤미향,윤준병,이수진,임종성,장철민,주철현,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2I0Q1I2R0E7Q0L9Q4J1N0F8X2X2Y4&ageFrom=21&ageTo=21,환경노동위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2I0Q1I2R0E7Q0L9Q4J1N0F8X2X2Y4
2106316,21,자동차관리법 일부개정법률안,정청래의원등11인,정청래,"김승원,김용민,남인순,박성준,양경숙,윤준병,이규민,이성만,임오경,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S0V1P2M0G3U1P7S3A4T3W7N1Y5A2&ageFrom=21&ageTo=21,국토교통위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2S0V1P2M0G3U1P7S3A4T3W7N1Y5A2
2106315,21,감사원법 일부개정법률안,장제원의원 등 10인,장제원,"구자근,김기현,김상훈,서병수,윤상현,이명수,이영,이종배,조경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2C0J1Q2T0Y9O1Y7Q3Q3E3E7N2V2W6&ageFrom=21&ageTo=21,법제사법위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2C0J1Q2T0Y9O1Y7Q3Q3E3E7N2V2W6
2106314,21,우리말글 법률 만들기를 위한 국회 의사절차 임시특례법안,이규민의원등24인,이규민,"강민정,고민정,김병주,김승원,김주영,김진표,민형배,박영순,신정훈,신현영,양정숙,오영환,유정주,윤건영,윤미향,윤영덕,이병훈,이수진,임호선,정필모,천준호,허영,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2S0L1W2A0Z7Y1B1C5M4V1B4R6R4J1&ageFrom=21&ageTo=21,국회운영위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2S0L1W2A0Z7Y1B1C5M4V1B4R6R4J1
2106313,21,의료법 일부개정법률안,양금희의원 등 10인,양금희,"강대식,김영식,유의동,윤두현,윤주경,윤창현,이영,이종성,전주혜",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2V0Y1H2J0O9Q1V7W1H2Y4A0M8G0L3&ageFrom=21&ageTo=21,보건복지위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2V0Y1H2J0O9Q1V7W1H2Y4A0M8G0L3
2106312,21,청소년복지 지원법 일부개정법률안,조경태의원 등 11인,조경태,"김병욱,김상훈,김승수,박완수,서병수,윤두현,윤재갑,전봉민,조수진,최춘식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2H0T1G2D0W9V1J6B3O3P3U1D6M0X0&ageFrom=21&ageTo=21,여성가족위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2H0T1G2D0W9V1J6B3O3P3U1D6M0X0
2106311,21,농어촌정비법 일부개정법률안,이개호의원 등 10인,이개호,"김병기,서삼석,송갑석,위성곤,유동수,윤재갑,인재근,주철현,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2S0S1H2I0I9R1Q6W3D2D3P9D5E1Q9&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2020-12-09,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2S0S1H2I0I9R1Q6W3D2D3P9D5E1Q9
2106310,21,시설물의 안전 및 유지관리에 관한 특별법 일부개정법률안,하영제의원 등 16인,하영제,"김석기,김용판,김희국,박대수,박성중,박진,배현진,서일준,엄태영,윤영석,이철규,조명희,최승재,최춘식,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2G0U1T2U0Q9P1R6C0V2K4C5C2B8B2&ageFrom=21&ageTo=21,국토교통위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2G0U1T2U0Q9P1R6C0V2K4C5C2B8B2
2106309,21,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,배준영의원 등 10인,배준영,"김병욱,김용판,박덕흠,송석준,윤주경,이용,정경희,정찬민,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2G0M1E2Y0L9Z1J5Z3V0I4W8N9B9W3&ageFrom=21&ageTo=21,법제사법위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2G0M1E2Y0L9Z1J5Z3V0I4W8N9B9W3
2106308,21,유류오염손해배상 보장법 일부개정법률안,배준영의원 등 11인,배준영,"김병욱,김용판,김은혜,박덕흠,송석준,윤주경,이용,정경희,정찬민,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2U0Y1F2G0X9Y1B5J2Z8P2L9J6M8N7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2U0Y1F2G0X9Y1B5J2Z8P2L9J6M8N7
2106307,21,주택법 일부개정법률안,김은혜의원 등 11인,김은혜,"강기윤,김용판,배준영,송언석,윤창현,이태규,정운천,조해진,최형두,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2E0Z1P2V0G9Q1B5D2M6J4B5Q9N0L3&ageFrom=21&ageTo=21,국토교통위원회,2020-12-09,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2E0Z1P2V0G9Q1B5D2M6J4B5Q9N0L3
2106306,21,선박소유자 등의 책임제한절차에 관한 법률 일부개정법률안,배준영의원 등 11인,배준영,"김병욱,김용판,김은혜,박덕흠,송석준,윤주경,이용,정경희,정찬민,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E0W1W2R0E9E1Y5C2F5I2G0H9B1B6&ageFrom=21&ageTo=21,법제사법위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2E0W1W2R0E9E1Y5C2F5I2G0H9B1B6
2106305,21,해양사고의 조사 및 심판에 관한 법률 일부개정법률안,배준영의원 등 11인,배준영,"김병욱,김용판,김은혜,박덕흠,송석준,윤주경,이용,정경희,정찬민,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2D0B1B2G0W9O1H5L2B0K0L7Q5S8K1&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2D0B1B2G0W9O1H5L2B0K0L7Q5S8K1
2106304,21,법원조직법 일부개정법률안,배준영의원 등 11인,배준영,"김병욱,김용판,김은혜,박덕흠,송석준,윤주경,이용,정경희,정찬민,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2O0A1I2O0O9L1R5B1Y7J1K4V3P2O2&ageFrom=21&ageTo=21,법제사법위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2O0A1I2O0O9L1R5B1Y7J1K4V3P2O2
2106303,21,중재법 일부개정법률안,배준영의원 등 11인,배준영,"김병욱,김용판,김은혜,박덕흠,송석준,윤주경,이용,정경희,정찬민,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2S0D1W2K0Y9E1G5K1I6Z4Y3N4X0U7&ageFrom=21&ageTo=21,법제사법위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2S0D1W2K0Y9E1G5K1I6Z4Y3N4X0U7
2106302,21,귀농어·귀촌 활성화 및 지원에 관한 법률 일부개정법률안,최춘식의원 등 10인,최춘식,"김병욱,김선교,김성원,김용판,이명수,이주환,지성호,하영제,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2M0F1X2J0W9N1P5Y1Q3G4L1P1J1K3&ageFrom=21&ageTo=21,null,2020-12-09,철회,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2M0F1X2J0W9N1P5Y1Q3G4L1P1J1K3
2106301,21,직업교육훈련 촉진법 일부개정법률안,서동용의원 등 14인,서동용,"고영인,김정호,박정,송기헌,안민석,양이원영,양정숙,유정주,윤건영,이동주,인재근,조승래,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2H0M1W1N2Z9K1F4B3U4B1N8S6M4Z1&ageFrom=21&ageTo=21,교육위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2H0M1W1N2Z9K1F4B3U4B1N8S6M4Z1
2106299,21,의료법 일부개정법률안,인재근의원등12인,인재근,"김승남,남인순,서영교,서영석,신현영,양경숙,양이원영,양정숙,정춘숙,주철현,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2A0B1B2C0K1W1Z6P4B6B5E0U5U4E9&ageFrom=21&ageTo=21,보건복지위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2A0B1B2C0K1W1Z6P4B6B5E0U5U4E9
2106298,21,국민건강보험법 일부개정법률안,고영인의원등13인,고영인,"권칠승,김민석,김성주,김원이,서동용,서영석,양정숙,이광재,이용호,정춘숙,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2I0T1H2E0P8E1H0D3O3X5A7V5B7P8&ageFrom=21&ageTo=21,보건복지위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2I0T1H2E0P8E1H0D3O3X5A7V5B7P8
2106293,21,농업협동조합법 일부개정법률안,김선교의원 등 10인,김선교,"권성동,김석기,김예지,김형동,안병길,이종배,이철규,정진석,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2R0V1G2J0D9Y1K3V5T8W4Q1W9Z4L4&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2R0V1G2J0D9Y1K3V5T8W4Q1W9Z4L4
2106292,21,영유아보육법 일부개정법률안,정동만의원 등 10인,정동만,"강민국,권명호,박대수,배준영,이주환,전봉민,최승재,한기호,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2P0Y1S2F0U9F1M3Z4X8A0Q6P0V7Y0&ageFrom=21&ageTo=21,보건복지위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2P0Y1S2F0U9F1M3Z4X8A0Q6P0V7Y0
2106278,21,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,문진석의원 등 12인,문진석,"서영석,송갑석,안민석,윤재갑,이규민,이상헌,이정문,이형석,인재근,조오섭,최강욱",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2L0W1M2Z0F3L1X0F1A8X5B1B4K4Q0&ageFrom=21&ageTo=21,환경노동위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2L0W1M2Z0F3L1X0F1A8X5B1B4K4Q0
2106277,21,국민연금법 일부개정법률안,고영인의원등14인,고영인,"권칠승,김민석,김성주,김원이,서동용,서영석,이광재,이용호,전용기,정춘숙,최혜영,허종식,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2G0Q1P2M0G8Y1N0D3M6D2F1R8F4X1&ageFrom=21&ageTo=21,보건복지위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2G0Q1P2M0G8Y1N0D3M6D2F1R8F4X1
2106276,21,보험사기방지 특별법 일부개정법률안,홍성국의원등15인,홍성국,"강준현,김경만,민형배,박성준,양기대,양정숙,이개호,이광재,이규민,이용선,정필모,허영,홍익표,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2G0W1P2R0G1N1H6Q4O0C0U4O4A0Q3&ageFrom=21&ageTo=21,정무위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2G0W1P2R0G1N1H6Q4O0C0U4O4A0Q3
2106275,21,농업·농촌 및 식품산업 기본법 일부개정법률안,최춘식의원 등 10인,최춘식,"김병욱,김선교,김성원,김용판,이명수,이주환,지성호,하영제,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2B0E1K2C0V9Y1L1Q3Z1J5Z4U8H5Q8&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2B0E1K2C0V9Y1L1Q3Z1J5Z4U8H5Q8
2106274,21,공공기관의 운영에 관한 법률 일부개정법률안,서영석의원등11인,서영석,"강병원,강선우,김성주,김승원,문진석,오영환,인재근,최종윤,최혜영,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2W0U1F1O1A9P1T1E1M4P1D9I4C5M1&ageFrom=21&ageTo=21,기획재정위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2W0U1F1O1A9P1T1E1M4P1D9I4C5M1
2106273,21,문화예술진흥법 일부개정법률안,박정의원 등 12인,박정,"권칠승,김승원,서동용,송영길,송옥주,양정숙,유정주,이광재,이병훈,이상헌,이성만",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2U0A1Q2C0L7L1Z3P1H8Q3W1Z9Z9Z0&ageFrom=21&ageTo=21,문화체육관광위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2U0A1Q2C0L7L1Z3P1H8Q3W1Z9Z9Z0
2106272,21,공공디자인의 진흥에 관한 법률 일부개정법률안,박정의원등11인,박정,"권칠승,김승원,송영길,송옥주,양정숙,유정주,이광재,이병훈,이상헌,이성만",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2L0L1Q2J0I7T1Z3A1Y9E5B8W6J3T1&ageFrom=21&ageTo=21,문화체육관광위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2L0L1Q2J0I7T1Z3A1Y9E5B8W6J3T1
2106271,21,소방공무원 보건안전 및 복지 기본법 일부개정법률안,박정의원등12인,박정,"권칠승,김승원,송영길,송옥주,양정숙,유정주,이광재,이규민,이병훈,이상헌,이성만",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2Y0C1L2D0G7D1B3X2F0Z4B6L1W5Z8&ageFrom=21&ageTo=21,행정안전위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2Y0C1L2D0G7D1B3X2F0Z4B6L1W5Z8
2106270,21,공공기관의 운영에 관한 법률 일부개정법률안,박정의원 등 12인,박정,"권칠승,김승원,송영길,송옥주,양정숙,유정주,이광재,이규민,이병훈,이상헌,이성만",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2I0O1G2D0B7B1D3W2B8Z1I8C0X7B4&ageFrom=21&ageTo=21,기획재정위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2I0O1G2D0B7B1D3W2B8Z1I8C0X7B4
2106269,21,문화재보호법 일부개정법률안,이달곤의원 등 17인,이달곤,"곽상도,김석기,김승수,김예지,김태호,서병수,서일준,양금희,엄태영,윤주경,이만희,이용,이주환,전주혜,정진석,최춘식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2V0M1G2G0Z9O0H9T3P7V1X0O3Q7S7&ageFrom=21&ageTo=21,문화체육관광위원회,2020-12-09,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2V0M1G2G0Z9O0H9T3P7V1X0O3Q7S7
2106268,21,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안,지성호의원 등 10인,지성호,"박대수,배현진,서일준,유의동,윤창현,이주환,태영호,허은아,홍준표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2A0Y1C2T0L9P0B9B2N3R1B2Q7K1P9&ageFrom=21&ageTo=21,외교통일위원회,2020-12-09,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2A0Y1C2T0L9P0B9B2N3R1B2Q7K1P9
2106213,21,전자장치 부착 등에 관한 법률 일부개정법률안,김예지의원 등 10인,김예지,"강기윤,권명호,김선교,김용판,김희국,양금희,이명수,최승재,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2X0S1P2Q0A8R1A7B5V7M0S6I8C8Y9&ageFrom=21&ageTo=21,법제사법위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2X0S1P2Q0A8R1A7B5V7M0S6I8C8Y9
2106212,21,저작권법 일부개정법률안,김예지의원 등 12인,김예지,"강기윤,권명호,김선교,김용판,김희국,박덕흠,이명수,이종성,정진석,최승재,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2C0I1J2M0C8S1L7G5M5O0Y6B3U3E4&ageFrom=21&ageTo=21,문화체육관광위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2C0I1J2M0C8S1L7G5M5O0Y6B3U3E4
