의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2106211,21,지방자치법 전부개정법률안,이원욱의원 등 11인,이원욱,"김승원,김영주,박재호,신정훈,양정숙,윤영덕,윤후덕,이병훈,이용빈,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2U0R1G1E0S3T1T5M4R4W1C5U5F0Z5&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2U0R1G1E0S3T1T5M4R4W1C5U5F0Z5
2106210,21,원전비리 방지를 위한 원자력발전사업자등의 관리·감독에 관한 법률 일부개정법률안,이수진의원등25인,이수진,"권인숙,김승원,노웅래,도종환,문진석,민형배,박영순,신정훈,양정숙,유정주,윤준병,이규민,이동주,이병훈,이수진,이용우,이원택,이해식,임오경,임호선,장경태,정청래,최혜영,홍기원",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M0K1A2E0T3U1N8R5X8M4F4S7J8Q1&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2M0K1A2E0T3U1N8R5X8M4F4S7J8Q1
2106209,21,도로교통법 일부개정법률안,서범수의원 등 12인,서범수,"권명호,권영세,김정재,김태호,김희곤,안병길,윤창현,이용호,조태용,최춘식,최형두",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2E0Y1Q2A0W8H1A7J3A4Z2V5E4R2A5&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2E0Y1Q2A0W8H1A7J3A4Z2V5E4R2A5
2106208,21,국가인권위원회법 일부개정법률안,조승래의원 등 25인,조승래,"강병원,강은미,김민기,김병기,김승원,김진표,도종환,박성준,서동용,서영교,서영석,설훈,소병철,송기헌,신동근,양경숙,양정숙,양향자,이광재,이상헌,이성만,이용빈,이탄희,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2T0D1B1J3U0Q1Q4R2M7N3O5E0P9I3&ageFrom=21&ageTo=21,국회운영위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2T0D1B1J3U0Q1Q4R2M7N3O5E0P9I3
2106207,21,지방공무원법 일부개정법률안,이원욱의원 등 16인,이원욱,"김경만,김승원,김영주,김철민,민형배,박재호,신정훈,양정숙,윤영덕,윤후덕,이규민,이병훈,이용빈,주철현,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2V0U1A1X0Y4Q1W6C4G4E2Q2C3D5A2&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2V0U1A1X0Y4Q1W6C4G4E2Q2C3D5A2
2106206,21,과학기술기본법 일부개정법률안,조승래의원 등 15인,조승래,"강병원,김병기,김승원,도종환,서동용,서영석,송기헌,신동근,양정숙,양향자,이성만,이용빈,이탄희,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2S0L1B1F3K0T1B4T2D6M5Z5J1Y0N7&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2020-12-08,수정가결,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2S0L1B1F3K0T1B4T2D6M5Z5J1Y0N7
2106205,21,감염병의 예방 및 관리에 관한 법률 일부개정법률안,이용호의원등10인,이용호,"강병원,고영인,김수흥,서범수,이상헌,최종윤,하태경,허종식,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2D0O1N1B1F8Z0N9O5C0Y3J6S2Q8I2&ageFrom=21&ageTo=21,보건복지위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2D0O1N1B1F8Z0N9O5C0Y3J6S2Q8I2
2106204,21,국회법 일부개정법률안,권칠승의원등10인,권칠승,"강득구,강선우,박완주,신정훈,오영환,이학영,전용기,전혜숙,정태호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Z0P0U9E2K1R1L4R2Q6U3U1Z4B0F3&ageFrom=21&ageTo=21,국회운영위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2Z0P0U9E2K1R1L4R2Q6U3U1Z4B0F3
2106203,21,국가재정법 일부개정법률안,오영환의원등10인,오영환,"고영인,서영교,신현영,우원식,이규민,이탄희,임호선,전용기,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2L0M1Z1Q1B7C1W4D3H3C1K8S3H8G2&ageFrom=21&ageTo=21,기획재정위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2L0M1Z1Q1B7C1W4D3H3C1K8S3H8G2
2106202,21,정치자금법 일부개정법률안,이원욱의원등12인,이원욱,"김승원,김영주,김철민,박재호,서영교,신정훈,윤영덕,윤후덕,이병훈,이용빈,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2G0Z1N1C0V3U1D5X4R5W1T6H5C4V6&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2G0Z1N1C0V3U1D5X4R5W1T6H5C4V6
2106201,21,경력단절여성등의 경제활동 촉진법 전부개정법률안,정춘숙의원 등 13인,정춘숙,"강민정,권인숙,김상희,김영진,김윤덕,김정호,민병덕,박정,양정숙,윤후덕,이용빈,장경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2O0Z1P1F2I3T1Q6I4Q0S1J1J2T9J1&ageFrom=21&ageTo=21,여성가족위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2O0Z1P1F2I3T1Q6I4Q0S1J1J2T9J1
2106200,21,형사소송법 일부개정법률안,권칠승의원등12인,권칠승,"강선우,김주영,박성준,신정훈,오기형,위성곤,윤건영,윤미향,이학영,이형석,전용기",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2P0U0S8J2V5O1B1H5F5P2C5W8P2H1&ageFrom=21&ageTo=21,법제사법위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2P0U0S8J2V5O1B1H5F5P2C5W8P2H1
2106199,21,5·18민주화운동 진상규명을 위한 특별법 일부개정법률안,민형배의원 등 15인,민형배,"김민철,김철민,박광온,소병훈,송갑석,안규백,양경숙,이소영,이용빈,이정문,임종성,주철현,최종윤,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2T0A1P2J0K8C1A5O2D3P4P8L4V2S9&ageFrom=21&ageTo=21,국방위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2T0A1P2J0K8C1A5O2D3P4P8L4V2S9
2106198,21,5·18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안,민형배의원 등 15인,민형배,"김민철,김철민,박광온,소병훈,송갑석,안규백,양경숙,이소영,이용빈,이정문,임종성,주철현,최종윤,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2P0H1J2Y0T8B1G5W1C7Y3I7V2E5W0&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2P0H1J2Y0T8B1G5W1C7Y3I7V2E5W0
2106197,21,5·18민주유공자예우에 관한 법률 일부개정법률안,민형배의원 등 14인,민형배,"김철민,박광온,소병훈,송갑석,안규백,양경숙,이소영,이용빈,이정문,임종성,주철현,최종윤,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2K0R1D2L0M8L1B5A1U0U4N4Y0U0Q8&ageFrom=21&ageTo=21,정무위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2K0R1D2L0M8L1B5A1U0U4N4Y0U0Q8
2106196,21,5·18민주화운동 등에 관한 특별법 일부개정법률안,민형배의원 등 15인,민형배,"김민철,김철민,박광온,소병훈,송갑석,안규백,양경숙,이소영,이용빈,이정문,임종성,주철현,최종윤,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L0V1X2W0R8T1D5S0O9Y2T1R9E6J7&ageFrom=21&ageTo=21,법제사법위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2L0V1X2W0R8T1D5S0O9Y2T1R9E6J7
2106195,21,병역법 일부개정법률안,김민기의원 등 11인,김민기,"강병원,김병주,김영호,변재일,송기헌,이규민,이탄희,조승래,주철현,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2I0D1N1A1I2Y1V7I2A5A3A2G1A6E6&ageFrom=21&ageTo=21,국방위원회,2020-12-08,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2I0D1N1A1I2Y1V7I2A5A3A2G1A6E6
2106194,21,공직선거법 일부개정법률안,김정재의원 등 12인,김정재,"김기현,배준영,성일종,송언석,양금희,전주혜,정진석,최승재,최연숙,추경호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2X0D1O2C0R8I1P4A5E1E2J7M3K5J2&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2X0D1O2C0R8I1P4A5E1E2J7M3K5J2
2106193,21,산업재해보상보험법 일부개정법률안,정태호의원등11인,정태호,"강병원,김진표,송재호,윤준병,이광재,이규민,장철민,정일영,조승래,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2X0V1R2Y0P4I1I7H5Z7V2D2M7M8L8&ageFrom=21&ageTo=21,환경노동위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2X0V1R2Y0P4I1I7H5Z7V2D2M7M8L8
2106192,21,조세특례제한법 일부개정법률안,김정재의원 등 13인,김정재,"구자근,김기현,김영식,김용판,김태흠,서범수,송석준,송언석,양금희,정진석,하영제,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2U0T1D2P0A8H1Y4G4Q1K4A7H3T4E0&ageFrom=21&ageTo=21,기획재정위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2U0T1D2P0A8H1Y4G4Q1K4A7H3T4E0
2106191,21,지방세특례제한법 일부개정법률안,권명호의원 등 11인,권명호,"김성원,김형동,김희국,박대수,박덕흠,송언석,윤영석,이종성,정희용,최춘식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2U0W1C2A0F8N1N4S4O0Y4I5D2U1J1&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2U0W1C2A0F8N1N4S4O0Y4I5D2U1J1
2106190,21,정당법 일부개정법률안,김정재의원 등 11인,김정재,"배준영,성일종,송언석,양금희,전주혜,정진석,최승재,최연숙,추경호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2F0X1W2R0A8Y1N4U3W7W5H8Z3S6H1&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2F0X1W2R0A8Y1N4U3W7W5H8Z3S6H1
2106189,21,소방공무원법 일부개정법률안,이영의원 등 10인,이영,"권영세,권은희,김예지,김용판,서병수,신원식,임이자,조수진,최춘식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2I0N1C1M1Q3O1C7Q1U2U5P1H3R3E3&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2I0N1C1M1Q3O1C7Q1U2U5P1H3R3E3
2106188,21,경찰공무원법 일부개정법률안,이영의원 등 10인,이영,"권영세,권은희,김예지,김용판,서병수,신원식,임이자,조수진,최춘식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2B0M1V1F1F3U1I7W1C2V0V8U6C7Z9&ageFrom=21&ageTo=21,행정안전위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2B0M1V1F1F3U1I7W1C2V0V8U6C7Z9
2106187,21,중소기업기본법 일부개정법률안,권명호의원 등 11인,권명호,"김기현,김영식,김형동,김희국,류성걸,윤영석,임이자,정운천,정진석,정희용",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2D0S1B2B0G8A1Q3F4N6R4F5I6W4S4&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2D0S1B2B0G8A1Q3F4N6R4F5I6W4S4
2106186,21,환경기술 및 환경산업 지원법 일부개정법률안,정태호의원등12인,정태호,"강병원,강훈식,김성주,김진표,박상혁,윤준병,이광재,장철민,정일영,조승래,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2Y0X1D2L0C4O1Z7R5Q6S2W3L4U8E8&ageFrom=21&ageTo=21,환경노동위원회,2020-12-08,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2Y0X1D2L0C4O1Z7R5Q6S2W3L4U8E8
2106185,21,특허법 일부개정법률안,권칠승의원등11인,권칠승,"강득구,강선우,김정호,남인순,맹성규,박완주,양정숙,이학영,전용기,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q0A1S0S0V5P1V3X5G0G3G1L8H8W8&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2Q0A1S0S0V5P1V3X5G0G3G1L8H8W8
2106184,21,초·중등교육법 일부개정법률안,정찬민의원 등 12인,정찬민,"김승수,김영식,김희곤,김희국,박대수,배준영,송석준,윤두현,지성호,한무경,허은아",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I0A1O2F0T8J1L3J1S3Q2L6F8N6K3&ageFrom=21&ageTo=21,교육위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2I0A1O2F0T8J1L3J1S3Q2L6F8N6K3
2106183,21,독점규제 및 공정거래에 관한 법률 일부개정법률안,박범계의원등10인,박범계,"김민철,김승남,김승원,박영순,윤재갑,이상민,이수진,조승래,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2M0W1U1N2A3G1D9M0S5K3I2R2O9Y4&ageFrom=21&ageTo=21,정무위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2M0W1U1N2A3G1D9M0S5K3I2R2O9Y4
2106182,21,데이터 기본법안,조승래의원 등 34인,조승래,"강병원,강선우,강훈식,고용진,김경만,김경협,김상희,김철민,김홍걸,노웅래,박범계,박홍근,변재일,서영석,양정숙,유정주,윤영찬,이광재,이낙연,이소영,이용빈,이용호,이원욱,임호선,전혜숙,정성호,정태호,정필모,한준호,홍성국,홍정민,황운하,황희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2H0K1T2J0W8Y1Q1A0B2O4S7L1R2S4&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2H0K1T2J0W8Y1Q1A0B2O4S7L1R2S4
2106181,21,소상공인기본법 일부개정법률안,권명호의원 등 11인,권명호,"김기현,김형동,김희국,류성걸,송언석,윤영석,임이자,정운천,정진석,정희용",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2B0N1Q2L0P8I1R0R1A5W5T5K5U7C3&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2B0N1Q2L0P8I1R0R1A5W5T5K5U7C3
2106180,21,최저임금법 일부개정법률안,권명호의원 등 11인,권명호,"김기현,김영식,김형동,김희국,류성걸,송언석,윤영석,정운천,정진석,정희용",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2V0R1S2J0N8W0J9Q4Z8W4I7Q1U6P3&ageFrom=21&ageTo=21,환경노동위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2V0R1S2J0N8W0J9Q4Z8W4I7Q1U6P3
2106179,21,국가균형발전 특별법 일부개정법률안,신정훈의원 등 14인,신정훈,"민형배,서영석,송기헌,송언석,안호영,윤재갑,이광재,이규민,이병훈,임호선,주철현,홍성국,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2D0X1I2D0E8H0E9V1C4U4Z8W7D3J7&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2020-12-08,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2D0X1I2D0E8H0E9V1C4U4Z8W7D3J7
2106178,21,개별소비세법 일부개정법률안,정청래의원 등 10인,정청래,"김승원,김영호,남인순,소병훈,신정훈,오영환,유정주,윤재갑,임오경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2C0M1U1G2G5T1M3I1C4A4U5B7R1W0&ageFrom=21&ageTo=21,기획재정위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2C0M1U1G2G5T1M3I1C4A4U5B7R1W0
2106177,21,검사징계법 일부개정법률안,김기현의원 등 33인,김기현,"강대식,권명호,김석기,김승수,김영식,김정재,박수영,박진,배준영,배현진,서범수,신원식,안병길,양금희,윤창현,윤희숙,이달곤,장제원,전주혜,정경희,정점식,정진석,조명희,조수진,조태용,지성호,최승재,추경호,하태경,허은아,홍석준,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2A0T1H2J0O7Z1Q8T1T5F2G9A0Y4W8&ageFrom=21&ageTo=21,법제사법위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2A0T1H2J0O7Z1Q8T1T5F2G9A0Y4W8
2106176,21,아동·청소년의 성보호에 관한 법률 일부개정법률안,최혜영의원 등 13인,최혜영,"고영인,김영호,박성준,박완주,서영석,양정숙,이규민,이상헌,이용빈,인재근,정춘숙,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2V0Y1K2C0P1F2T1S3D0E0N1R6K9I4&ageFrom=21&ageTo=21,여성가족위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2V0Y1K2C0P1F2T1S3D0E0N1R6K9I4
2106175,21,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,최혜영의원 등 11인,최혜영,"김영호,박성준,박완주,서영석,양정숙,이규민,이상헌,인재근,정춘숙,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2E0U1I2M0M1M2H1O2P8L1H5X2R6R7&ageFrom=21&ageTo=21,법제사법위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2E0U1I2M0M1M2H1O2P8L1H5X2R6R7
2106174,21,정부조직법 일부개정법률안,송영길의원등11인,송영길,"강민정,김영호,박찬대,양정숙,윤관석,윤재갑,이성만,이용빈,정일영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2Q0J0Y9L2K3T1W8S4U0V0S3V1N0H4&ageFrom=21&ageTo=21,행정안전위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2Q0J0Y9L2K3T1W8S4U0V0S3V1N0H4
2106173,21,형의 실효 등에 관한 법률 일부개정법률안,송영길의원등12인,송영길,"김두관,김병기,노웅래,맹성규,민홍철,신동근,양정숙,양향자,이규민,허종식,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2G0H1X1D1V7W1I1D1J5R1P9V4R0N8&ageFrom=21&ageTo=21,법제사법위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2G0H1X1D1V7W1I1D1J5R1P9V4R0N8
2106172,21,학대피해노인의 권리보호와 지원에 관한 법률안,인재근의원 등 14인,인재근,"강민정,고영인,남인순,노웅래,민병덕,서영석,소병훈,양이원영,양정숙,이장섭,최종윤,최혜영,허영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2D0G1X1Y2M4P1X0Q1X2J2R1A8L8L3&ageFrom=21&ageTo=21,보건복지위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2D0G1X1Y2M4P1X0Q1X2J2R1A8L8L3
2106171,21,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,임이자의원 등 10인,임이자,"구자근,권명호,권성동,김미애,김성원,김영식,김형동,박대수,전봉민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2Z0V1I2C0T7I1D7Z4A3H0H7V4I7X5&ageFrom=21&ageTo=21,환경노동위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2Z0V1I2C0T7I1D7Z4A3H0H7V4I7X5
2106170,21,의료기기법 일부개정법률안,최혜영의원등16인,최혜영,"고영인,김회재,남인순,박성준,박완주,서영석,신현영,윤재갑,이광재,이상헌,이용빈,인재근,정춘숙,주철현,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2J0E1G1T3R0X1J6W1I8S5X0G6H9M6&ageFrom=21&ageTo=21,보건복지위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2J0E1G1T3R0X1J6W1I8S5X0G6H9M6
2106169,21,고용보험법 일부개정법률안,임이자의원 등 10인,임이자,"구자근,권명호,김미애,김성원,김영식,김형동,박대수,이철규,전봉민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2B0Q1R2D0I7B1Q7D3H2V0B9E7P2F1&ageFrom=21&ageTo=21,환경노동위원회,2020-12-07,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2B0Q1R2D0I7B1Q7D3H2V0B9E7P2F1
