품목별(1),품목별(2),품목별(3),항목,시점,데이터
재료별 제조제품,비철금속,연,수입액 (천달러),2021. 11,31760
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 01,113987
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 02,106917
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 03,133182
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 04,110814
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 05,93493
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 06,94268
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 07,107751
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 08,97588
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 09,145159
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 10,148928
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 11,144814
재료별 제조제품,비철금속,아연,수출액 (천달러),2020. 12,173223
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 01,121702
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 02,137064
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 03,169755
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 04,152125
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 05,155105
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 06,134373
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 07,117224
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 08,118836
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 09,143363
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 10,139191
재료별 제조제품,비철금속,아연,수출액 (천달러),2021. 11,129797
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 01,11009
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 02,11193
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 03,16428
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 04,7229
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 05,7573
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 06,4951
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 07,7583
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 08,6587
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 09,10260
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 10,8771
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 11,9702
재료별 제조제품,비철금속,아연,수입액 (천달러),2020. 12,11050
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 01,10627
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 02,6231
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 03,14098
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 04,11717
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 05,9404
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 06,11361
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 07,9993
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 08,6727
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 09,11614
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 10,7992
재료별 제조제품,비철금속,아연,수입액 (천달러),2021. 11,9359
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 01,1720
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 02,3299
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 03,1608
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 04,3218
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 05,1627
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 06,2158
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 07,4220
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 08,2742
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 09,4661
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 10,3549
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 11,4650
재료별 제조제품,비철금속,주석,수출액 (천달러),2020. 12,2389
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 01,3221
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 02,3145
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 03,3817
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 04,5813
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 05,3569
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 06,4888
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 07,5124
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 08,4597
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 09,4572
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 10,6867
재료별 제조제품,비철금속,주석,수출액 (천달러),2021. 11,6278
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 01,23240
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 02,15226
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 03,33853
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 04,16882
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 05,21729
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 06,12222
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 07,22552
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 08,16626
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 09,27167
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 10,17270
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 11,26292
재료별 제조제품,비철금속,주석,수입액 (천달러),2020. 12,24582
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 01,19771
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 02,23508
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 03,32641
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 04,51916
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 05,34660
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 06,35277
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 07,40291
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 08,35986
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 09,42343
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 10,61390
재료별 제조제품,비철금속,주석,수입액 (천달러),2021. 11,25915
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 01,11175
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 02,12083
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 03,13943
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 04,15973
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 05,10047
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 06,10638
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 07,10163
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 08,11468
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 09,13527
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 10,13158
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 11,9603
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2020. 12,11450
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 01,11743
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 02,9829
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 03,14763
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 04,13263
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 05,14166
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 06,13556
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 07,15419
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 08,14046
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 09,14956
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 10,13590
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수출액 (천달러),2021. 11,18042
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 01,45559
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 02,27810
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 03,50365
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 04,45658
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 05,41817
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 06,44331
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 07,37424
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 08,28620
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 09,33921
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 10,36099
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 11,42582
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2020. 12,43670
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 01,49915
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 02,48414
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 03,72500
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 04,68780
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 05,66166
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 06,71202
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 07,54113
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 08,69257
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 09,68428
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 10,81014
재료별 제조제품,비철금속,야금에 사용되는 각종 비철금속 및 서미트,수입액 (천달러),2021. 11,114166
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 01,831715
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 02,902510
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 03,919336
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 04,763401
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 05,622531
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 06,727460
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 07,825112
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 08,712502
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 09,863985
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 10,828814
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 11,871837
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2020. 12,999224
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 01,861951
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 02,768814
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 03,949012
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 04,926615
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 05,902961
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 06,1083719
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 07,934279
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 08,861568
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 09,1216856
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 10,940288
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수출액 (천달러),2021. 11,921217
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 01,703419
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 02,470747
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 03,725989
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 04,672147
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 05,658120
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 06,666397
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 07,664134
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 08,608855
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 09,634058
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 10,664645
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 11,675169
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2020. 12,768810
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 01,696226
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 02,605436
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 03,819261
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 04,780524
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 05,758273
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 06,803282
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 07,832017
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 08,844457
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 09,779002
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 10,757370
재료별 제조제품,달리 명시되지 않은 금속제품,소계,수입액 (천달러),2021. 11,827441
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 01,114915
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 02,113892
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 03,120361
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 04,119629
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 05,115837
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 06,147111
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 07,128642
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 08,103393
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 09,119651
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 10,103364
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 11,92514
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2020. 12,118732
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 01,107513
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 02,95230
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 03,141539
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 04,125589
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 05,155940
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 06,282063
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 07,106138
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 08,119143
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 09,403330
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 10,102585
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수출액 (천달러),2021. 11,119319
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 01,139445
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 02,55331
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 03,150024
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 04,80707
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 05,125746
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 06,74891
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 07,91467
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 08,86860
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 09,72827
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 10,110090
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 11,80508
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2020. 12,115112
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 01,104949
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 02,51703
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 03,133713
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 04,74972
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 05,79191
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 06,89526
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 07,99796
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 08,145702
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 09,114464
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 10,69017
재료별 제조제품,달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,수입액 (천달러),2021. 11,88361
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 01,50225
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 02,79197
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 03,55479
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 04,67870
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 05,54238
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 06,52085
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 07,81100
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 08,55790
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 09,70988
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 10,51416
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 11,62143
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2020. 12,78578
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 01,60935
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 02,50720
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 03,60704
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 04,73845
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 05,63813
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 06,60904
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 07,54340
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 08,69677
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 09,63248
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 10,66355
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수출액 (천달러),2021. 11,62962
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 01,50284
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 02,39224
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 03,51120
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 04,52383
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 05,43476
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 06,57027
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 07,53933
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 08,44168
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 09,47843
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 10,48380
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 11,55933
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2020. 12,59431
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 01,41752
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 02,45345
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 03,57789
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 04,50282
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 05,52889
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 06,59565
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 07,69315
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 08,63303
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 09,52576
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 10,61451
재료별 제조제품,달리 명시되지 않은 금속제품,저장 및 수송용 용기,수입액 (천달러),2021. 11,83320
