품목별(1),품목별(2),품목별(3),항목,시점,데이터
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 02,463473
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 03,464768
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 04,610795
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 05,430132
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 06,428029
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 07,552789
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 08,617047
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 09,558253
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 10,654867
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 11,873570
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2020. 12,684949
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 01,755326
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 02,890713
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 03,927846
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 04,980663
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 05,910708
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 06,1180021
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 07,1041318
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 08,1054876
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 09,1140278
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 10,1149110
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철광석 및 정광,수입액 (천달러),2021. 11,972038
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 01,11508
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 02,12902
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 03,15066
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 04,9330
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 05,9537
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 06,9385
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 07,16311
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 08,12004
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 09,18668
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 10,16108
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 11,11989
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2020. 12,22221
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 01,14394
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 02,15867
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 03,28792
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 04,45323
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 05,40220
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 06,40807
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 07,36432
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 08,31104
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 09,27465
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 10,33502
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액 (천달러),2021. 11,28684
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 01,135682
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 02,126446
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 03,158537
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 04,132494
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 05,101584
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 06,101961
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 07,97707
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 08,94501
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 09,110382
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 10,130333
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 11,124543
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2020. 12,151723
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 01,109136
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 02,186695
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 03,173295
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 04,198840
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 05,189892
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 06,217489
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 07,268459
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 08,314900
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 09,273514
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 10,256657
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액 (천달러),2021. 11,252010
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,동광석 및 정광 : 동매트 시멘트동,수출액 (천달러),2020. 01,15392
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,동광석 및 정광 : 동매트 시멘트동,수출액 (천달러),2020. 02,12519
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,동광석 및 정광 : 동매트 시멘트동,수출액 (천달러),2020. 03,59144
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,동광석 및 정광 : 동매트 시멘트동,수출액 (천달러),2020. 04,40366
비식용원재료(연료제외),금속성 광석 및 금속 부스러기,동광석 및 정광 : 동매트 시멘트동,수출액 (천달러),2020. 05,35388
