"품목별(1)",품목별(2),품목별(3),2020. 01,2020. 01,2020. 02,2020. 02,2020. 03,2020. 03,2020. 04,2020. 04,2020. 05,2020. 05,2020. 06,2020. 06,2020. 07,2020. 07,2020. 08,2020. 08,2020. 09,2020. 09,2020. 10,2020. 10,2020. 11,2020. 11,2020. 12,2020. 12,2021. 01,2021. 01,2021. 02,2021. 02,2021. 03,2021. 03,2021. 04,2021. 04,2021. 05,2021. 05,2021. 06,2021. 06,2021. 07,2021. 07,2021. 08,2021. 08,2021. 09,2021. 09,2021. 10,2021. 10,2021. 11,2021. 11
"품목별(1)",품목별(2),품목별(3),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러)
"화학물 및 관련제품",무기화학물,기타 무기화학물,218796,107655,204688,81417,268136,97089,212832,92381,188404,64997,208524,70364,230094,77873,232863,74506,285458,83136,286846,80924,320698,105254,360173,86480,337231,83299,320043,102382,358996,134621,380994,141335,382501,127894,390490,123313,372782,129880,422731,142239,436331,136668,392856,134435,404390,162523
"화학물 및 관련제품",무기화학물,방사선 및 관련물질,2857,197120,2281,12952,3368,13665,3905,13548,4505,12296,4481,11437,4173,135516,3721,22113,5068,12572,5232,106640,4181,86762,3307,286076,3646,54445,3470,19850,4771,14042,9729,89917,2743,16267,3378,188272,2630,65286,2904,162230,2904,15014,2432,50886,3489,174037
"화학물 및 관련제품",염료유연제 및 착색제,소계,203749,184770,220789,165390,235489,256285,181074,214766,151911,161489,176855,205726,209565,203968,194197,185720,231901,201906,239088,200812,263665,220418,263140,249523,257529,205062,268383,205588,302346,258577,292148,259897,275375,242946,283669,247710,279939,253239,270706,231129,271009,244171,264084,246720,285758,264933
"화학물 및 관련제품",염료유연제 및 착색제,합성유기착색제와 그 조제품,54131,62567,64217,50480,68639,104904,44666,69836,35250,43465,38433,65371,48887,76732,48314,77257,56104,73410,57754,69250,62558,85891,66648,104461,64833,72076,59968,68177,69033,87042,67509,90679,65148,85843,70482,84435,61438,85509,62932,80959,68304,94208,77511,92228,75685,106859
"화학물 및 관련제품",염료유연제 및 착색제,염료유연제엑스 및 합성유연제,590,6186,347,4696,699,8669,693,5611,501,7337,326,8047,488,5450,707,4938,908,6416,752,7688,930,4887,753,6024,1583,5070,502,7880,663,6002,1127,7467,887,6811,649,7727,777,7607,924,6504,904,6897,958,5744,1995,7218
"화학물 및 관련제품",염료유연제 및 착색제,안료페인트 니스 및 관련물질,149028,116016,156225,110215,166150,142711,135715,139319,116160,110687,138096,132308,160189,121786,145175,103525,174889,122080,180582,123874,200177,129641,195739,139038,191112,127916,207914,129531,232650,165533,223511,161751,209340,150293,212538,155549,217724,160124,206850,143666,201801,143066,185615,148748,208078,150856
"화학물 및 관련제품",의약품 및 약제제품,소계,418327,715412,398791,626134,585583,799981,513686,710717,629526,648990,566652,757010,555358,753820,569503,605884,716608,710301,570679,751588,694200,749373,1002311,757603,750428,761246,755624,589863,880001,851655,528052,770810,626261,785909,692702,781010,665926,901158,633393,955346,700227,1364299,677347,1119463,721222,944015
"화학물 및 관련제품",의약품 및 약제제품,의약품 및 약제제품(542항 의약품 제외),355824,364930,303332,294619,495705,384214,412103,361102,547569,340481,476423,367722,449145,392535,500146,281607,639720,341090,496508,350357,621015,380125,912221,396564,686781,386680,693701,238270,794807,400999,446738,376502,538646,348640,601845,411256,586999,499493,566926,560659,632944,972712,610863,721250,646270,520657
"화학물 및 관련제품",의약품 및 약제제품,의약품(수의약품 포함),62503,350482,95459,331516,89877,415767,101583,349614,81957,308509,90230,389287,106213,361285,69358,324277,76888,369210,74171,401232,73185,369249,90089,361039,63647,374567,61922,351593,85194,450655,81314,394308,87615,437269,90857,369754,78927,401664,66466,394687,67283,391587,66484,398213,74952,423357
"화학물 및 관련제품",정유 및 향료,소계,524289,216699,594964,207790,838819,224457,642996,213947,632699,189597,620312,211945,661600,217795,636170,196110,905960,213541,787607,213217,828496,209227,758590,235613,825556,218803,687536,204645,937135,246345,964094,251410,873090,239518,804722,242498,734061,242660,762642,243694,957839,237993,888951,237178,970629,238747
"화학물 및 관련제품",정유 및 향료,정유 및 향료,1677,22338,2375,23329,2748,29198,3266,27384,1721,28255,1945,28336,2614,26430,2504,18941,2660,20963,4068,24606,3374,21861,2283,26610,3320,22472,2226,23716,3283,26569,2702,25514,2825,27509,3858,27433,1610,26410,1788,24610,1954,25208,2606,24901,3383,27065
"화학물 및 관련제품",정유 및 향료,향수 및 화장품화장용품(비누제외),457396,145211,511342,134051,751075,131773,549864,122813,550866,106444,540095,121283,581815,127440,564114,123310,817107,134287,707818,134055,741458,127855,669906,144332,743054,136378,611002,121149,839783,141898,866879,148483,776813,141437,704063,142958,641198,143384,672802,148886,857253,135542,782202,142343,863901,137745
"화학물 및 관련제품",정유 및 향료,비누세척 및 광택제,65216,49149,81248,50410,84996,63486,89866,63750,80112,54897,78271,62325,77172,63925,69553,53859,86193,58291,75720,54556,83664,59511,86401,64672,79182,59954,74307,59781,94070,77879,94513,77414,93453,70572,96802,72107,91253,72865,88052,70198,98633,77243,104142,69934,103345,73937
"화학물 및 관련제품",비료,소계,18630,69692,36658,58588,27174,47757,24901,71032,23671,40694,30262,39039,15000,49420,28176,26898,34618,27615,19265,26230,18478,49931,22642,40735,32324,49539,34196,73223,29522,51655,20887,67085,45614,56522,38860,60299,31281,79397,31293,46503,54824,62200,19094,66763,34215,65462
"화학물 및 관련제품",비료,비료(272항의 것 제외),18630,69692,36658,58588,27174,47757,24901,71032,23671,40694,30262,39039,15000,49420,28176,26898,34618,27615,19265,26230,18478,49931,22642,40735,32324,49539,34196,73223,29522,51655,20887,67085,45614,56522,38860,60299,31281,79397,31293,46503,54824,62200,19094,66763,34215,65462
"화학물 및 관련제품",플라스틱(원료형태의 것),소계,1657415,392027,1619272,364762,1835585,457661,1489289,405247,1331896,354643,1544450,381859,1690978,372492,1622450,303329,1849541,366969,1759789,398628,1738463,394139,2025186,439218,2013464,420527,2113880,438324,2579961,535249,2552751,543495,2502215,532622,2642311,546366,2666663,508825,2694283,485687,2655406,501704,2795778,474821,2587798,546396
"화학물 및 관련제품",플라스틱(원료형태의 것),에틸렌의 중합체(일차제품의 것),331615,57916,303024,51379,356783,58444,296184,55745,297234,57242,319002,57994,350911,56195,338530,45606,370970,41590,362389,51232,336095,51200,365722,48760,353709,49609,403188,54433,512972,64283,524710,64240,475080,64000,495940,69858,552991,59802,571717,56924,582629,46725,629928,50181,611515,46217
"화학물 및 관련제품",플라스틱(원료형태의 것),스티렌의 중합체(일차제품의 것),260628,13228,250762,9443,270583,15379,204515,13347,177876,11604,244810,11926,265377,9190,249370,9786,293515,11100,274448,13264,285025,14528,325818,15615,339155,14182,325462,12946,410731,15460,409615,16591,405190,16460,418071,19559,396912,19024,415019,15495,392298,15938,420353,14536,320086,16955
"화학물 및 관련제품",플라스틱(원료형태의 것),염화비닐의 중합체 또는 할로겐화올레 핀의 중합체(1차제품의 것),40945,35971,44141,33118,48386,42659,38461,29237,37742,27706,35410,34290,46093,38190,51958,29193,53686,31123,59824,34329,52197,34053,57382,34367,84942,28933,73579,32485,84325,39977,68622,39939,52271,36380,71947,40322,89557,38228,73604,38650,79180,40066,85847,39009,73342,44155
"화학물 및 관련제품",플라스틱(원료형태의 것),아세탈수지.기타 폴리에테르와 에폭시 수지,376788,83007,373437,77648,435397,99793,338381,90143,271906,67083,343840,74630,389303,71921,368914,69859,433063,81588,414723,83063,424785,89002,495991,94610,494681,97647,530755,99188,620414,122952,604379,143131,600716,141106,672801,126546,678999,112164,681690,118010,641426,118753,649174,113365,638787,126070
"화학물 및 관련제품",플라스틱(원료형태의 것),기타 프라스틱(일차제품의 것),647162,197858,647501,189810,724034,236946,611433,212674,546684,188565,600631,200492,638662,194343,613272,146776,697739,199578,647695,214559,639508,202567,779192,243199,740219,227727,780208,237337,949959,289681,943755,276615,967370,271827,982190,286355,946560,276579,951163,254360,958534,278053,1009118,254683,942442,310312
"화학물 및 관련제품",플라스틱(원료형태의 것),플라스틱의 웨이스트.페어링과 스크램,276,4046,407,3365,402,4440,316,4101,453,2443,757,2527,631,2653,406,2110,569,1989,709,2181,853,2788,1083,2666,759,2429,688,1935,1560,2897,1669,2978,1589,2849,1361,3725,1644,3029,1091,2249,1340,2169,1358,3048,1627,2685
"화학물 및 관련제품",원료형태가 아닌 플라스틱,소계,594170,300255,577291,282092,674578,340767,534947,352203,451565,286286,553557,326106,668981,355218,623135,350945,722126,370220,667556,374250,675773,384833,742999,406552,680671,356302,636703,368829,732290,418244,693389,402162,667972,369512,699662,401552,722738,396751,669263,403050,676465,382325,677443,388952,684149,389582
"화학물 및 관련제품",원료형태가 아닌 플라스틱,플라스틱의 관.파이프 및 호오스,32479,27125,27015,23844,32269,27918,30030,26694,22077,26071,23031,26664,27076,28224,23582,26092,28011,23517,25666,24006,25860,25648,27158,28169,26040,25888,24260,25599,29710,32791,30085,31606,27198,32057,30109,28087,30614,33487,26566,26981,28099,27720,28331,28134,32740,27931
"화학물 및 관련제품",원료형태가 아닌 플라스틱,플라스틱제의 판쉬이트필름박 및 스트¿,558391,269648,546292,255598,638652,307950,502142,320987,426719,256147,527853,293913,638013,322446,596357,320798,690959,342625,638838,346843,646468,355217,711637,373275,650988,325019,608780,339181,697618,380239,658943,364698,636956,332227,664395,367033,687064,357668,639223,369719,643957,348024,644945,354339,646210,355613
"화학물 및 관련제품",원료형태가 아닌 플라스틱,플라스틱의 모노필라멘트,3299,3481,3984,2651,3657,4899,2775,4522,2769,4068,2673,5529,3892,4548,3196,4056,3155,4078,3052,3401,3445,3968,4204,5109,3643,5394,3664,4049,4963,5214,4362,5858,3819,5228,5158,6432,5060,5596,3475,6349,4409,6581,4168,6480,5199,6038
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,소계,398616,643958,420738,646912,545526,792047,715624,747444,619266,672999,637010,699388,605690,738448,667101,664298,761522,651616,688166,729793,744173,717681,819847,800583,669465,756016,581999,722453,728331,951134,734655,791989,649076,770696,712920,797601,735582,803523,680272,793915,713413,803381,697962,833793,764926,844939
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,살충제.살서제(쥐약).살균제,35347,23201,45761,15182,56524,26641,95870,15633,123342,11647,125531,11675,93164,14713,81112,6925,38586,17687,37061,15418,31279,21347,36738,21655,50847,25699,51166,15068,68541,22743,101698,21381,57655,14339,109063,10541,53139,9834,25683,14635,57870,12163,64809,11335,64701,27042
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,전분이눌린 및 글루우텐단백질물질 아교,56306,56484,59057,58892,68645,73016,56068,71905,47232,73452,56391,80222,71673,79219,67703,67714,87032,77602,80408,81562,78233,88223,76661,96811,77661,69863,66871,67690,83397,87097,76085,79203,70993,74591,76141,83340,79286,85152,77449,81279,80856,83196,78883,85420,79900,94376
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,화약 및 불꽃제품,1439,3966,2363,3275,2222,10177,2204,2062,1820,3250,2559,4565,1564,4072,1231,1532,1309,5374,994,2387,1600,4142,2697,5693,1890,5968,438,2537,4158,6485,1693,3987,3991,4629,839,6194,3314,2061,1964,3053,1978,4418,2363,3158,7385,2488
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,광물유첨가제 및 유사품,19431,52913,20408,49591,25766,57652,17800,47940,12419,51193,12208,49247,17201,50122,16116,37665,20767,35868,17876,49929,22496,51289,25783,55630,22415,56506,22363,53540,38261,63730,24953,46662,22199,49974,24719,54678,21780,56452,21690,54714,23354,54396,29131,57564,24686,62912
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,달리 명시되지 않은 화학잡제품,286094,504240,293149,515622,392369,620932,543682,605360,434452,528751,440320,551062,422088,587865,500940,548070,613829,513026,551827,578284,610564,548200,677967,617522,516651,594408,441161,579663,533974,768326,530225,637046,494238,621714,502157,637792,578062,644555,553485,638116,549354,644474,522776,673569,588253,651670
"화학물 및 관련제품",달리 명시되지 않은 화학물질 및 제품,달리 명시되지 않은 화학물질의 폐기물 도시쓰레기 오수침전물 및 기타 쓰레기,0,3153,0,4349,1,3630,0,4544,0,4706,0,2617,1,2457,0,2392,0,2059,0,2213,1,4481,0,3273,1,3572,1,3955,1,2753,0,3710,1,5448,1,5055,0,5468,0,2117,1,4734,0,2746,0,6451
"재료별 제조제품",소계,소계,5284490,3954056,5473998,3166177,5615782,4408945,4460002,4098769,3932591,3613354,4617821,3842808,5181286,3737202,4699316,3310157,5698820,3724230,5388313,3738638,5547437,3920783,5992685,4371154,5600930,4161202,5448508,4068899,6406970,5193955,6427699,5558385,6519025,4799533,6975922,5399034,6989623,5899559,6657102,5528345,6934487,5274972,6934875,5394783,7120725,5464476
"재료별 제조제품",가죽제품 및 손질모피,소계,32243,21154,31782,18542,28875,23070,18768,18456,13776,22132,20150,31700,26057,29844,19529,28997,30526,28350,31204,28254,25742,27727,35310,30882,29224,28255,28243,23815,34631,30056,33256,33089,34518,38935,40590,37437,32358,36293,23291,35266,31375,36997,31581,30777,35514,37623
"재료별 제조제품",가죽제품 및 손질모피,가 죽,29436,12323,29056,13543,25694,16002,15925,8948,11402,8614,17571,17340,23173,14929,16202,14949,26601,14480,27538,13190,21614,13076,31747,15880,25778,14828,25337,14675,30908,19415,30198,18308,31028,20054,36282,19567,29148,19932,20835,19249,28626,16314,26846,18639,31583,21988
"재료별 제조제품",가죽제품 및 손질모피,달리 명시되지 않은 가죽제품,2776,7598,2707,4533,3179,6720,2812,8125,2373,8505,2538,10077,2741,8890,2615,8263,3727,10415,3666,12355,3990,12038,3465,12315,3445,11619,2906,8353,3723,8801,3057,11430,3436,11089,4212,10641,2973,10958,2443,10102,2709,16273,4662,9737,3720,13290
"재료별 제조제품",가죽제품 및 손질모피,모피(유연처리 또는 완성가공한 것),30,1234,18,467,2,347,31,1383,1,5012,42,4284,142,6026,712,5785,199,3455,-,2708,138,2612,98,2687,0,1807,0,786,0,1840,0,3350,54,7792,97,7229,237,5403,13,5915,39,4410,73,2400,211,2345
"재료별 제조제품",달리 명시되지 않은 고무제품,소계,333418,122193,361636,109002,356473,143965,200497,136008,193910,126027,317920,137946,357867,153380,321207,125054,393333,133770,372274,141435,362491,149882,370005,158752,360606,133636,335678,131224,403562,180285,366163,167078,371105,140140,368155,161637,356453,151464,325840,150841,318518,147082,346121,153847,326267,154083
"재료별 제조제품",달리 명시되지 않은 고무제품,고 무,32405,14868,32909,14274,34943,18665,25208,14868,15371,14386,21745,18339,29967,17106,25545,13675,38991,14944,36879,14452,39230,15654,41125,16828,38432,15828,33983,15070,41772,19395,40387,17829,34636,19204,37407,19120,37875,18988,32480,17732,33499,18713,34224,19425,36556,20420
"재료별 제조제품",달리 명시되지 않은 고무제품,고무타이어호환성타이어 트레드타이어풀랩 및 인너튜브,246343,70794,276214,63950,264269,82591,138070,81287,149710,77851,260026,83193,276005,99081,252301,77422,291811,84370,275460,90880,262926,92850,266720,94474,266578,78026,251730,78485,302806,113408,270382,100812,288817,78604,279480,99430,262829,88876,250823,91051,237127,84664,267312,92276,243059,88644
"재료별 제조제품",달리 명시되지 않은 고무제품,달리 명시되지 않은 고무제품,54670,36531,52513,30779,57261,42709,37219,39853,28830,33790,36150,36414,51895,37193,43361,33957,62532,34457,59935,36103,60335,41377,62160,47450,55595,39782,49965,37670,58985,47482,55394,48437,47652,42332,51269,43087,55748,43601,42538,42058,47892,43705,44585,42147,46653,45020
"재료별 제조제품",코크 및 나무제품,소계,4891,113496,6652,90813,6063,121489,5135,125341,3807,133646,6801,120529,6144,113870,4506,96323,5089,98386,5053,93071,6146,96589,5400,117215,5694,115822,5315,118469,5854,131147,5860,160597,5747,141286,5042,146413,5954,135274,4708,142335,5808,139321,5059,128402,5341,120214
"재료별 제조제품",코크 및 나무제품,코르크제품,73,398,12,246,9,353,5,196,1,188,2,319,10,393,1,198,28,334,6,312,15,239,6,261,23,221,81,248,15,390,11,295,4,365,2,435,17,492,2,326,6,279,4,334,11,206
"재료별 제조제품",코크 및 나무제품,단판합판파티클보드 및 달리 명시되지 않은 기타 가공목재,1368,87721,2387,77228,2165,98614,2248,99408,1589,107297,1423,93764,2228,88557,1213,74321,1367,74747,1574,69916,1928,71700,2090,89411,1325,87370,1540,93769,1969,102436,1850,128025,1704,108985,1467,115862,1920,106508,1669,115618,2087,114645,1567,103203,1852,89890
"재료별 제조제품",코크 및 나무제품,달리 명시되지 않은 나무제품,3449,25377,4253,13339,3890,22522,2883,25736,2217,26161,5377,26445,3907,24921,3292,21805,3694,23305,3472,22844,4203,24650,3303,27542,4346,28231,3694,24451,3870,28320,4000,32277,4039,31937,3573,30116,4017,28274,3037,26391,3715,24397,3488,24865,3479,30118
"재료별 제조제품",종이판지 및 펄프,소계,227850,178657,241726,145275,269318,188042,233534,174657,180318,167329,194652,182403,195539,179600,180870,158289,206885,171450,200176,174378,202132,177972,207028,189720,185660,190932,192664,179254,241666,221346,234257,214349,228377,209893,245359,199821,233611,201253,224119,189433,215706,187298,236828,196886,242779,198144
"재료별 제조제품",종이판지 및 펄프,종이 및 판지,190905,113644,199093,102459,222095,127385,186074,115880,143427,111222,153800,119795,158473,116702,148292,101557,164126,109618,165007,112425,163047,109376,166602,117877,150459,117950,153063,115174,193894,150224,193075,144208,183198,137440,199247,130638,191149,131456,186071,119958,176314,119902,195496,129395,199656,120329
"재료별 제조제품",종이판지 및 펄프,종이 및 판지 크기로 재단한 것 및 종이 또는 판지의 제품,36946,65013,42633,42816,47223,60657,47460,58777,36892,56107,40853,62608,37065,62898,32578,56732,42759,61832,35168,61953,39085,68596,40425,71843,35201,72983,39601,64080,47772,71122,41182,70141,45179,72453,46112,69183,42462,69797,38048,69475,39391,67396,41332,67491,43123,77816
"재료별 제조제품",섬유사직물직물제품,소계,725323,432345,820778,312871,687140,550409,494122,459561,445134,444980,549367,604980,664668,573346,536887,475724,749619,493115,633146,481561,679533,477512,758329,504564,624880,478340,574560,414271,729447,546419,756639,556988,727643,522240,770839,527320,786873,528440,618303,520852,674170,490520,763638,522895,793428,580039
"재료별 제조제품",섬유사직물직물제품,섬유사,96742,161074,102011,125778,104401,167395,66963,126573,53845,99891,62479,118156,75965,128152,78587,112967,96573,118696,95161,123540,97083,128092,105767,148968,99571,155352,96639,147963,119478,196555,119771,192597,125637,175339,131173,173634,131527,177587,119210,169991,126750,163358,128654,178078,130733,196433
"재료별 제조제품",섬유사직물직물제품,면직물(세폭직물 또는 특수직물 제외),21084,25252,20949,18981,20436,24002,18998,20532,20268,20008,24903,26790,29539,31309,22081,28268,28409,29299,28830,28846,31879,26249,34838,27561,27600,22246,23876,22822,27604,31531,27695,36743,29007,30106,29748,32494,28319,34665,19591,29102,25599,30551,28572,30320,29086,33925
"재료별 제조제품",섬유사직물직물제품,인조섬유직물,142446,33522,151728,20847,147091,30395,94240,26937,88225,21792,104615,30374,115790,29684,81463,25895,93299,28336,102567,29245,119485,32191,141841,36182,104034,30459,94579,23441,128446,32727,140579,33442,138282,32685,148191,34268,150539,34673,108264,34726,113322,35839,149937,38647,161016,42997
"재료별 제조제품",섬유사직물직물제품,기타 섬유직물,7477,24274,7798,19540,6745,26576,6995,22557,6870,20128,9916,32990,10148,32447,6918,27826,6064,18894,5333,20807,6601,26898,8424,23593,7658,23042,5494,23118,7966,29435,9117,35683,9361,33723,10127,33024,11029,35028,8102,27381,6287,19793,6709,23320,10175,26809
"재료별 제조제품",섬유사직물직물제품,달리 명시되지 않은 편직 또는 뜨게질 직물,198693,9834,190526,5710,192400,8761,126621,7453,115055,6962,144682,9229,199625,9964,143101,8879,191991,8493,179278,10421,190875,12830,215665,12400,165626,9118,145026,8047,188596,8597,223006,11631,205052,11797,220341,15910,222460,12873,156452,15057,185507,15118,219971,15078,233344,18507
"재료별 제조제품",섬유사직물직물제품,튤레이스자수울리본트리밍 및 기타 소비품,17657,4761,19262,3302,19421,5038,12624,4162,11224,5106,14167,5521,17190,5420,12986,5464,16843,5355,15368,5931,16408,5845,20205,6527,16549,5472,16631,4473,19119,5141,18053,5510,18570,6136,18907,6282,20620,6894,18736,6457,16508,5715,19482,6380,17269,6765
"재료별 제조제품",섬유사직물직물제품,특수사직물 및 관련제품,157301,90058,160934,71343,173546,101157,132620,103986,105138,102808,114606,158447,147113,177122,128248,145090,170608,159369,155356,141026,159983,126638,173466,125094,172196,117261,164059,98392,205557,130964,188344,115038,174683,110820,181148,108735,192372,105583,164221,108641,175815,102678,185135,108618,184528,120018
"재료별 제조제품",섬유사직물직물제품,달리 명시되지 않은 주로 섬유물질의 구성 제품,82307,75166,165031,41474,20739,177973,33083,138520,43146,160177,71914,214051,66796,149992,61361,111450,143655,114467,49675,109265,54596,108224,55601,113236,27454,106319,25855,76509,30206,100672,27317,113873,24949,109608,28447,110688,27366,110261,21847,118128,22568,106551,23568,110554,24758,121625
"재료별 제조제품",섬유사직물직물제품,마루덮개 등,1616,8404,2539,5894,2361,9112,1978,8842,1363,8110,2085,9423,2502,9255,2143,9887,2178,10205,1579,12479,2621,10545,2522,11004,4192,9071,2399,9506,2474,10797,2758,12471,2101,12026,2758,12283,2641,10877,1881,11368,1814,10919,1610,11900,2518,12960
"재료별 제조제품",달리 명시되지 않은 비금속광물,소계,273285,444283,268878,290089,316325,412436,260350,424038,238945,416162,257388,438479,278544,435804,260104,382312,302730,406294,291169,421214,300787,432632,320731,473113,297378,444243,287729,412037,331024,498801,308323,532159,312342,506608,325551,508057,343447,502309,324695,502415,328912,470291,322554,492094,330508,537166
"재료별 제조제품",달리 명시되지 않은 비금속광물,석회.시멘트 및 조립건축자재,19747,74975,21956,16657,18257,58242,13807,82489,17735,71294,19065,73445,14939,70003,17280,56668,23208,58259,22644,65954,18821,74767,24202,74109,15887,65539,18157,40966,17771,66644,10712,80757,13735,75928,11253,77000,19373,74231,24216,72971,24600,67536,24829,63531,20579,79157
"재료별 제조제품",달리 명시되지 않은 비금속광물,점토건설용 및 내화건설용 제품,4508,64659,3748,33837,9321,47980,5183,51553,4737,64361,3476,51005,6081,53817,3317,43714,6009,55474,6039,46557,5010,50366,6400,57448,4160,55533,4155,51653,5855,52415,3549,60796,3960,65277,5569,67757,3273,61698,5133,60806,3521,52147,4960,52186,8460,75560
"재료별 제조제품",달리 명시되지 않은 비금속광물,달리 명시되지 않은 광물제품,84977,114815,86655,88699,106164,112532,84999,112460,75671,95967,83551,103344,91641,97204,82254,85038,99435,92949,93181,107940,104339,102475,109577,116494,104127,108406,103290,109320,118797,121919,111375,140370,123271,119513,127377,120607,130884,118896,113146,126296,123913,118176,122884,125529,124846,125296
"재료별 제조제품",달리 명시되지 않은 비금속광물,유리,131070,115580,122572,97500,141907,125748,124695,110788,111657,114956,115806,131986,131241,135486,125185,122425,136764,124224,136599,127658,137997,130791,148903,142733,138926,133571,128902,131953,149407,170342,148436,152959,135510,154722,142104,150776,152973,153693,148427,157858,143646,149315,134493,163604,141640,169029
"재료별 제조제품",달리 명시되지 않은 비금속광물,유리제,28172,44814,26936,34283,33482,50289,26977,48118,25232,47300,30965,53156,29731,47103,27117,47789,32736,46584,27618,43823,28889,46011,27896,53301,29625,48079,27184,49692,32346,57584,30657,62781,31400,59075,35167,57021,32660,59437,30339,53706,29408,54821,31823,54454,31214,57387
"재료별 제조제품",달리 명시되지 않은 비금속광물,도자기,1324,17677,1358,11707,1355,10879,1248,11515,1244,14487,1191,13118,1466,15078,1248,14158,1209,15434,1095,16982,1682,16288,1364,17723,1468,19500,1430,16608,1412,14510,1403,18068,1494,17770,1947,21472,1536,18559,1531,16700,1623,17225,1474,20682,1449,19134
"재료별 제조제품",달리 명시되지 않은 비금속광물,진주(귀석 또는 반귀석가공하지 아니한 것 또는 가공한 것),3486,11764,5653,7406,5840,6766,3441,7116,2669,7798,3334,12425,3444,17113,3703,12520,3369,13371,3992,12300,4049,11933,2389,11305,3187,13615,4611,11844,5436,15388,2191,16428,2972,14324,2134,13424,2747,15795,1903,14078,2202,11072,2092,12107,2319,11602
"재료별 제조제품",철 및 강,소계,1956878,1015775,1908396,859071,2079654,1226023,1648841,1206573,1468741,875948,1695059,831931,1829547,772463,1735733,676456,2029371,760006,1926825,758652,1955080,877128,2007956,987413,2077967,876090,2038118,1019245,2335783,1279253,2334623,1512974,2430980,1168914,2529110,1534755,2727521,1999048,2729457,1662461,2694134,1603497,2918443,1554959,2918427,1477137
"재료별 제조제품",철 및 강,선철경철해면철철 또는 강의 입상,59183,156488,68781,119489,76745,134469,52077,161939,48614,96306,63241,87560,47020,102162,47819,83137,60780,110223,61116,105856,66377,118262,54652,150560,80484,143701,67399,147096,98199,173095,81927,196623,96245,174480,115495,158165,111843,201304,127214,242788,106634,262426,137664,221678,128055,258673
"재료별 제조제품",철 및 강,철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,22450,62659,15731,56668,22472,52169,28096,59329,44117,45313,35245,43389,31054,48205,11873,51185,27208,33877,23538,25952,35648,68082,25460,60123,16557,51934,34487,77794,51200,58038,22090,92104,44252,60315,43002,71946,21053,168658,15837,122043,16027,133472,34668,141306,30688,112722
"재료별 제조제품",철 및 강,철 또는 비합금강의 평판압연제품,597740,181381,593772,214416,610676,288335,480750,254424,443255,165389,560860,136190,590655,123652,608181,123287,607224,137739,586488,123574,586361,134096,619461,121164,658446,104184,618548,132837,674575,209085,724752,312285,767243,198588,810691,275898,827216,443834,863472,414121,877816,395722,822572,437546,876109,395911
"재료별 제조제품",철 및 강,철 또는 비합금강의 평판압연제품(클래드도금 또는 도포한 것),474505,122879,456004,86083,489665,120094,345976,127680,311646,85259,389291,84424,426490,77545,393830,57891,495800,78785,451213,89461,448669,98169,476731,107692,507159,102880,511164,126578,580665,161338,551650,163724,588306,155853,566548,208244,674629,256813,717286,238358,688958,224814,826702,181515,725044,134584
"재료별 제조제품",철 및 강,합금철의 평판압연제품,370426,186680,305660,172663,374005,275058,283918,254677,243327,202970,253514,190320,310988,176586,322011,125930,387261,157640,342717,157068,388992,209728,368903,268943,405019,194482,398137,199520,445616,223435,423971,265931,413983,217383,407061,281943,468856,385968,447462,181221,442400,133114,431648,125074,450804,109380
"재료별 제조제품",철 및 강,철강봉앵글형강(쉬이트파일링포함),154906,153002,162325,125528,169984,208530,154681,206263,134841,156684,134203,153738,147126,128036,135317,126909,173410,126109,177615,151548,148409,143702,165926,161760,157017,164989,145288,220048,178290,318187,206648,331032,194527,233735,225873,373285,237885,388969,212425,309895,208997,308580,252652,296423,231955,305825
"재료별 제조제품",철 및 강,철강의 철도궤조 및 철도궤조 건설자재,327,2142,2567,666,1658,2118,3099,3071,176,1219,662,2245,1176,2424,3390,3504,984,3724,74,2466,7687,1361,482,3069,1063,1584,471,2702,4137,2187,471,1536,228,2037,204,3661,667,2698,3726,1825,626,3023,936,843,468,2546
